Id,Offer Status,Address,Price,Size,Property Type,Agency Name,Agent Name,Description,Property Link,Date Posted,Latitude,Longitude
6840911,,"10 Templeback, Bristol, City Of Bristol, BS1 6FL",ROA,"6,000 - 16,000 Sq Ft","Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Seonaid Butler,"10 Templeback is a modern office building located in the core of Bristol City Centre. The 4th floor is currently being refurbished and will complete early in the New Year. The floor benefits from VRF AC, new LED lighting, new ceiling grid and an abundance of light and wonderful views overlooking the floating harbour.In addition, the Landlord is also comprehensively refurbishing the large, open reception area to create a striking entrance and building a new shower and changing room area to supplement the existing 6 showers.( Agency Pilot Software ref: 568 )",https://propertylink.estatesgazette.com/property-details/6840911-10-templeback-bristol-city-of-bristol-bs1-6fl,27th November 2024,51.453646,-2.587
6900036,Under Offer,"7a Orange Street, Bristol, BS2",£12.50   Per Sq Ft,"0 - 1,927 Sq Ft","Office, Retail - High Street, Healthcare, Leisure Property, Restaurants/Cafes, Offices, Retail, Other Property Types & Opportunities, Licensed & Leisure",Burston Cook,Finola Ingham,"An open plan, ground floor commercial unit that could suit many uses, such as office, gym, personal training / yoga studio, clinic space, etc.All enquiries considered!( Agency Pilot Software ref: 1359 )",https://propertylink.estatesgazette.com/property-details/6900036-7a-orange-street-bristol-bs2,4th February 2025,51.4605091,-2.5835602
7010681,,"Unit G3E Horizon 38, Unit LL Area, Bolingbroke Way Filton, Bristol, BS34 6FE","£67,580.00","4,724 Sq Ft","General Industrial, Retail Park, Trade Counter, Distribution Warehouse, Light Industrial, Industrial, Retail",Russell Property Consultants Ltd,Chris Miles,"Horizon 38 is a new mixed use development, situated in North Bristol. The new industrial/trade units are accessed from Gypsy Patch Lane, which provides direct access on to the A38. Junction 16 (2 miles) of the M5 motorway is situatedadjacent to the M4/M5 Interchange and provides direct routes to South Wales, the Midlands, London and Exeter and the wider South West region. Bristol Parkway is situated 1 mile to the East, and provides rail services across the country.",https://propertylink.estatesgazette.com/property-details/7010681-unit-g3e-horizon-38-unit-ll-area-bolingbroke-way-filton-bristol-bs34-6fe,9th February 2025,51.519486,-2.562187
6974382,,"155 West Street, Bedminster, Bristol, City of Bristol, BS3","£15,000.00  Per  Annum",916 Sq Ft,"Office, Retail - High Street, Healthcare, Leisure Property, Offices, Retail, Other Property Types & Opportunities, Licensed & Leisure",Burston Cook,Luke Dodge,"An excellent opportunity to acquire a new build commercial unit offering open plan accommodation in shell condition ready for an  occupier to undertake their own bespoke fit out, and being suitable for a range of commercial uses within Use Class E.( Agency Pilot Software ref: 1588 )",https://propertylink.estatesgazette.com/property-details/6974382-155-west-street-bedminster-bristol-city-of-bristol-bs3,17th January 2025,51.43599,-2.605906
6789075,,"Unit 1 & 2, Cube M4 Business Park, Old Gloucester Road, Hambrook, BS16 1FX",ROA,"1,711 - 7,109 Sq Ft","Office, Offices",Savills - Industrial,Sam Williams,"Key PointsGround & 1st Floor available 1,711 - 7,109 sq ft + 20 car parking spaces.High quality WC's and shower provisions.Excellent natural light and floor to ceiling heights.Secure cycle provisions and 24/7 access via key fob.1 or more Gb/s of internet connectivity can be included.Simwood, BT, Virgin fibre available.Open plan offices with comfort cooling and raised access floors.Suspended ceilings with flat panel LED lighting.SummaryAvailable Immediately via New Lease Direct from Landlord or sublease - Ground & 1st Floor : 1,711 - 7,109 sq ft  - Office To Let, BristolDescriptionCUBEM4 offers eight self-contained office buildings in a landscaped environment with parking.Units 1 & 2 are available to following specification:Open plan offices with comfort cooling and raised access floorsSuspended ceilings with flat panel LED lightingExcellent natural light and floor to ceiling heightsGenerous parking provision with 20 spaces for the whole builiding a ratio of (1:340 sq ft).Shower provision and secure external cycleLocationUnits 1 & 2 are located on CUBEM4 Business Park on the Old Gloucester Road within North Bristol approximately 1.4 miles from Parkway railway station, 2 miles from junction 1 of M32 motorway and 4 miles from junction 16 of the M5.Availability_textThe accommodation comprises of the followingLetting InformationDate available: NowLetting type: Commercial",https://propertylink.estatesgazette.com/property-details/6789075-unit-1-2-cube-m4-business-park-bs16,4th December 2024,51.52377,-2.528574
6704133,,"28 The Arcade, Bristol, City Of Bristol","£14,500.00  Per  Annum",230 - 966 Sq Ft,"General Retail, Retail",Carter Jonas LLP,Stuart Williams,Retail - To  Let( Agency Pilot Software ref: 20011636 ),https://propertylink.estatesgazette.com/property-details/6704133-28-the-arcade-bristol-city-of-bristol,1st October 2024,51.457847,-2.590177
6967679,,"Unit G3D, Horizon 38, Bolingbroke Way,, Unit G3D, Filton, North Bristol, BS34 6FE",ROA,"6,600 Sq Ft","General Industrial, Retail Park, Trade Counter, Warehouse, Distribution Warehouse, Industrial, Retail",Russell Property Consultants Ltd,Rob Russell,"Horizon 38 is a new mixed use development, situated in North Bristol. The new industrial/trade units are accessed from Gypsy Patch Lane, which provides direct access on to the A38. Junction 16 (2 miles) of the M5 motorway is situated adjacent to the M4/M5 Interchange and provides direct routes to South Wales, the Midlands, London and Exeter and the wider South West region. Bristol Parkway is situated 1 mile to the East, and provides rail services across the country.",https://propertylink.estatesgazette.com/property-details/6967679-unit-g3d-horizon-38-bolingbroke-way-unit-g3d-filton-north-bristol-bs34-6fe,25th October 2024,51.518942,-2.570674
6930741,,"King William House, Ground Floor , 13 Queen Square, Bristol, City Of Bristol, BS1",ROA,"3,161 Sq Ft","Office, Offices",Burston Cook,Finola Ingham,"A self contained, ground floor unit providing open plan office accommodation of approx 3,163 sq ft situated on Welshback.New lease available.( Agency Pilot Software ref: 1454 )",https://propertylink.estatesgazette.com/property-details/6930741-king-william-house-ground-floor-13-queen-square-bristol-city-of-bristol-bs1,6th February 2025,51.450809,-2.593209
6941371,,"Avonbank Industrial Estate, Unit 24, West Town Road, Avonmouth, BS11 9DE","£29,700.00","1,711 Sq Ft","General Industrial, Industrial",Russell Property Consultants Ltd,Rob Russell,"Avonbank Industrial Estate is located on West Town Road, immediately off the A4 Portway, which offers direct access to Junction 18 of the M5 and M49 link to South Wales. Bristol City Centre is approximately 8 miles to the south east. The M4/5 interchange is around 7 miles to the north east.",https://propertylink.estatesgazette.com/property-details/6941371-avonbank-industrial-estate-unit-24-west-town-road-avonmouth-bs11-9de,3rd December 2024,51.4906057,-2.6916973
6815951,,"Georgian House, 129 Cumberland Road, Bristol, City Of Bristol, BS1","£40,000.00  Per  Annum","593 - 2,303 Sq Ft","Office, Healthcare, Offices, Other Property Types & Opportunities",Burston Cook,Vicki Grimshaw,"Available to let, Georgian House provides a self  contained HQ office of approx. 2,303 sq ft with on site car parking located a few minutes walk from Bristol Harbourside.New lease(s) available.  ( Agency Pilot Software ref: 1209 )",https://propertylink.estatesgazette.com/property-details/6815951-georgian-house-129-cumberland-road-bristol-city-of-bristol-bs1,15th July 2024,51.447052,-2.60873
7016178,,"Henbury Road, Bristol, BS9","£400.00 - £12,000.00   Per Month (Furnished and All-inclusive)","120 - 3,000 Sq Ft","Serviced Office, Offices",Free Office Finder,Spencer Miller,"Ref: EG91285• Private Offices (Serviced) - Furnished or Unfurnished• Flexible terms: 3 months to 5 years (rolling or fixed)• Flexible start dates available• Our agency service is 100% free (paid for by landlords)Sizes & Prices:• 60 to 70 people (3,000 to 3,500 sq ft) = From £12,000 per month + VAT",https://propertylink.estatesgazette.com/property-details/7016178-range-of-private-serviced-offices-to-rent-in-henbury-road-bristol,20th February 2025,51.496142,-2.619784
6906405,,"Matrix Flex, Lanson Roberts Road, Severn Beach, Bristol, BS35 4BR",ROA,"584,361 Sq Ft","General Industrial, Industrial",DTRE,Jake Huntley,"Key PointsBREEAM 'Excellent'EPC A RatingUp to 21m Haunch height8 Level access loading doors71 Dock level access loading doors88 HGV Parking spaces411 Car parking spaces42 EV Charging points50 kN/m2 Floor loading5,900 kVaTwo secure yards3 Storey officesLED LightingVRF Heating and Comfort coolingGrade A open plan office11 Month construction programmeSummaryA NEW LOGISTICS OPPORTUNITY - DEVELOPMENT READYDescriptionThe site, which extends to 65 acres, offers avariety of unit sizes ranging from133,438 – 584,361 SQ FT within three separatephases and totalling over 1.1m SQ FT- available from Q3 2023.Matrix 49 is an exemplary development fora diverse range of businesses searching tooptimise their distribution network In westernEngland to the rest of the UK.LocationMatrix 49 is a new industrial/distribution developmentlocated in Avonmouth, Bristol. Matrix 49 is strategicallylocated on the doorstep of Avonmouth and sits just8 miles from the city of BristolAvailability_textThe accommodation comprises the following areas:",https://propertylink.estatesgazette.com/property-details/6906405-matrix-flex-lanson-roberts-road-bs35,26th September 2024,51.5517852,-2.6408908
6836279,Under Offer,"16 The Arcade, Broadmead, Bristol, City Of Bristol","£16,500.00  Per  Annum",204 - 784 Sq Ft,"General Retail, Retail",Carter Jonas LLP,Stuart Williams,"The Arcade provides a busy pedestrian link between Broadmead and The Horsefair where occupiers include Primark and Debenhams. It provides a vibrant home to an exciting mix of speciality retailers, coffee shops, restaurants and takeaways www.thearcadebristol.com.The subject premises are located in the heart of The Arcade close to Shakeaway, Bakers Dolphin Travel and Sobeys whilst close to pedestrianised Broadmead where multiple retailers include Marks and Spencer, Boots, Card Factory,  and  Sainsburys Local.A report is being commissioned and will be available on request.( Agency Pilot Software ref: 20012638 )",https://propertylink.estatesgazette.com/property-details/6836279-16-the-arcade-broadmead-bristol-city-of-bristol,1st October 2024,51.458061,-2.590554
7006077,,"6 Whiteladies Road, Bristol, City of Bristol, BS8",ROA,"712 - 3,032 Sq Ft","Office, Healthcare, Offices, Other Property Types & Opportunities",Burston Cook,Finola Ingham,"The property is currently fitted out as high quality office accommodation with a large forecourt for parking for up to 5 cars.  There is also a large rear courtyard garden / kitchen  and  shower facilities and the building has recently been refurbished to a high quality and in a contemporary style.The whole property is available to lease which comprises 3,032 sq ft (282 sq m), or alternatively consideration would be given to a floor by floor letting.( Agency Pilot Software ref: 3690 )",https://propertylink.estatesgazette.com/property-details/7006077-6-whiteladies-road-bristol-city-of-bristol-bs8,29th January 2025,51.4587114,-2.6092304
7002121,,"Unit 6 Skyline, Filton, Bristol, BS34 6FG",ROA,"6,857 Sq Ft","General Industrial, Trade Counter, Industrial, Retail",Savills - Industrial,Jack Davies,"Key Points3 miles south of M4/M5 InterchangeOver 30,000 passing vehicle movements daily6,000 new homes being built in immediate areaPrime urban warehouse developmentIndividual units to cover wide range of sizes and can be consolidated to meet larger requirementsMinimum 8m to eaves15% PV panelsB2 B8 and E (g) (iii) usesSummaryPrime New Multi-let Urban Warehouse DevelopmentDescriptionTwo terraces of high specification urban logistics and light industrial warehousesFirst floor concrete mezzanine37.5 KN per SQMSurface level loading doorsPhotovoltaic Panels26% EV Charging SpacesEPC ALocationThe development is located in close proximity to the arterial route of the A38, approximately 6 miles north of Bristol City Centre and 3 miles South of the M4/M5 interchange. North Bristol is a micro market of the city which is expanding rapidly over the coming years, with YTLs Brabazon development contributing to the construction of 6,000 new homes in the immediate area, along with new metro bus, railway station and community facilities.Availability_textThe accommodation comprises the following areas:",https://propertylink.estatesgazette.com/property-details/7002121-unit-6-skyline-filton-bs34,24th February 2025,51.5126506,-2.5664596
6992688,,"809 Bath Road, Brislington, Bristol BS4 5NL",ROA,"12,930 Sq Ft","Light industrial, Industrial, Warehouse, Retail, Trade counter, Offices, Distribution Warehouse, General Industrial, Storage",CBRE - Bristol,Alex Quicke,"809 Bath Road, Brislington, Bristol BS4 5NLVehicle Dealership / Light Industrial / Warehouse12,930 sq ft (1,201.24 sq m)on 1.22 acres (0.49 ha)Description:* Detached purpose built vehicle dealership* Excellent prominence to A4 Bath Road* Large self-contained and secure rear yard with generous parking provision to the front* Situated within a popular vehicle dealership / retail / trade counter location with local occupiers such as BYD, Cinch, Toyota, Screwfix, Halfords, Easy Bathrooms & Tiles and TK Maxx.* Well located to service South and Central Bristol as well as Keynsham and Bath.* Three ground level vehicular access loading doorsAccommodation:Showroom: 3,811 sq ftGround Floor Workshop, Offices & Ancillary: 6,848 sq ftFirst Floor Office & Amenities: 1,743 sq ftMezzanine: 528 sq ftTotal GIA: 12,930 sq ftTotal Site Area: 1.22 acresRent:Available upon application",https://propertylink.estatesgazette.com/property-details/6992688-prominent-purpose-built-vehicle-dealership-industrial-premises-809-bath-road-brislington-bristol-bs4-5nl,25th November 2024,51.4308796,-2.541705700000001
6875144,,"10 Temple Back, Redcliff, Bristol, South West, BS1",£42.50   Per Sq Ft,"10,000 - 15,741 Sq Ft","Office, Offices",Lambert Smith Hampton - Bristol ,Roxine Foster,"The 4th floor office suite provides a part floor of 15,741 sq ft which is undergoing a comprehensive refurbishment to a high standard. The space has been designed to high specification including new metal suspended ceiling with LED lighting, 4 pipe fan coil air conditioning, full access raised floors and excellent natural light.In addition to refurbishment of the floor, the reception and entrance to the building are also being refurbished and new spa-quality shower facilities are being installed.( Agency Pilot Software ref: 2049660 )",https://propertylink.estatesgazette.com/property-details/6875144-10-temple-back-redcliff-bristol-south-west-bs1,17th February 2025,51.453254,-2.586289
6720863,,"Unit 6, More+ Central Park, Unit 6, J1 M49, Bristol, BS35 4GH",ROA,"47,745 Sq Ft","General Industrial, Warehouse, Distribution Warehouse, Light Industrial, Industrial Park, Industrial",Russell Property Consultants Ltd,Rob Russell,"More+ is located in the heart of Central Park, the South West’s premier distribution location due to its strategic location fronting the M49. The scheme is only 600m from the new Junction 1. More+ also benefits from multi-modal connections and fast and easy access to the national motorway network via the M49, M5 and M4 motorways giving unrivalled access to the South West and Wales.",https://propertylink.estatesgazette.com/property-details/6720863-unit-6-more-central-park-unit-6-j1-m49-bristol-bs35-4gh,3rd February 2025,51.568815,-2.658733
6979701,,"Alma Court, 76 Alma Road, Clifton, Bristol, City of Bristol","£18,000.00 - £50,000.00  Per  Annum","3,107 Sq Ft","General Retail, Retail",Carter Jonas LLP,Andrew Hardwick,"The property comprises a mid-terraced office building with a Bath stone front elevation incorporating a shop front, and with two upper floors and a basement.The property is arranged as office/studio accommodation with a ground floor showroom.The building is served by gas-fired central heating.The property is located on the eastern flank of Alma Road close to the junction with Whiteladies Road within the superior suburb of Clifton. Alma Court lies 1 mile west of Bristol city centre and close to the Clifton Down Shopping Centre and railway station and opposite the Clifton Down multi story car park.The building lies within easy walking distance of the many retail and leisure outlets on Whiteladies Road as well as the University of Bristol and BBC.The most recent use of the property has been as offices. The property is not listed but it is located in the Clifton Conservation Area.The Building has an EPC 120 E rating.( Agency Pilot Software ref: 20016191 )",https://propertylink.estatesgazette.com/property-details/6979701-alma-court-76-alma-road-clifton-bristol-city-of-bristol,27th November 2024,51.46305,-2.6100655
6970421,,"One Portwall Square, Portwall Lane, Bristol, BS1 6BH",ROA,"2,550 - 13,162 Sq Ft","Office, Offices",Savills - Industrial,Harry Allen,"Key PointsMarket leading sustainability credentials - BREEAM Excellent. EPC A. Wiredscore Platinum and Active Score Platinum.Offices from 2,550 - 12,500 sq ft - Available subject to potential subdivision.Grade A Best in Class Workspace - Winner of BCO National Award for best commercial office development 20235 minutes walk from Queen Square and Bristol Temple Meads Station3.65m ceiling heights and ultra efficient floor spaceA large terrace on every floor and new private park in front of the building, available for tenant use and eventsOutstanding cycle and shower facilitiesExcellent natural lightSummary2,550 - 12,500 - One Portwall Square is a new Grade A office. Excellent sustainability credentials. Close proximity to Temple Meads Station.DescriptionPotential Subdivisions available from 2,550 sq ft.One Portwall Square is a new kind of office designed to meet the needs of today’s workforce. It delivers new standards in innovation, post-Covid occupant amenity and office design, combining modern and flexible floorplates with generosity of space and light.One Portwall Square is designed to create a vibrant and adaptable workplace that sets a new bar for offices in Bristol.An efficient, flexible floorplate can easily accommodate different styles of occupation. Simple layouts and minimal ceiling mounted services mean spaces are adaptable to evolving customer requirements. No suspended ceilings to rip out and replace. Fewer moving parts. Easier to move in, simpler to move out.LocationLess than five minutes’ walk from Temple Meads Station, and adjacent to Metrobus, airport express bus and cycleway links, the location is one of the most well-connected in the South West.Availability_textThe office provides accommodation of 2,550 sq ft - 12,592 sq ft, providing an office for 20 - 146 staff, each with their own private roof terrace of 285 sq ft.WellnessWe know what makes people feel comfortable in their environment. A new landscaped square to the south. External terraces on every floor. Windows that open and put people in control. A better ventilation and mixed-mode system that uses only fresh air. High ceilings. Outstanding changing and cycle facilities. A primary stair open to the reception. All informed design choices that add up to a building that just feels good.Sustainability and EnergyHigh performance glazing and insulation and concrete core cooling work together to bring expected energy use well below a comparable new building, while rooftop solar panels supply free electricity to the common areas and lifts. Heating and hot water will be by the District Heating Network, providing cheaper and lower carbon than gas boilers. The building will be EPC A.Parking and Access7 car spaces of which 1 is wheelchair accessible.  1 electric vehicle charging point.  62 cycle spaces in a secure parking store on the ground floor.  4 visitor cycle spaces in Portwall Square.  62 lockers adjacent to the cycle store.Terraces and External SpaceAll floors are provided with a south-facing private terrace overlooking the Square.  The external terraces are designed to provide solar shading to the office spaces.  A new address for Bristol (Portwall Square) with the addition of a Pocket Square at front of the building facing onto Portwall Lane.",https://propertylink.estatesgazette.com/property-details/6970421-one-portwall-square-portwall-lane-bs1,3rd January 2025,51.449451,-2.587151
7017130,,"Winterstoke Road, Bristol, BS3","£348.00 - £3,480.00   Per Month (Furnished and All-inclusive)","120 - 1,000 Sq Ft","Serviced Office, Offices",Free Office Finder,Spencer Miller,"Ref: EG92600• Private Offices (Serviced) - Furnished or Unfurnished• Flexible terms: 3 months to 5 years (rolling or fixed)• Flexible start dates available• Our agency service is 100% free (paid for by landlords)Sizes & Prices:• 20 to 30 people (1,000 to 1,500 sq ft) = From £3,480 per month + VAT",https://propertylink.estatesgazette.com/property-details/7017130-range-of-private-serviced-offices-to-rent-in-winterstoke-road-bristol,20th February 2025,51.440555,-2.62383
6923085,,"Crescent, Temple Back, Bristol",ROA,"1,499 - 98,521 Sq Ft","Office, Offices",Carter Jonas LLP,Andrew Hardwick,"An existing building reimagined into an inspiring new work destination. Filled with light, open spaces and communal areas, Crescent is a unique workplace with community and sustainability at its heart. Coming Q3 2024.Flexible workspaces - large and versatile floor plates with dual aspect and cutting edge connectivity.New build Fifth Floor penthouse, providing the highest quality Grade A workspace.164 cycle spaces including 144 secure, covered cycle hub and 20 Sheffield stand spaces within premises.19 car parking spaces including 4 EV charging points.Access to 808 sq ft fitness studio space on the Ground Floor close to showers, changing rooms and lockers.Private, landscaped garden with terrace and direct access into Temple Gardens. ( Agency Pilot Software ref: 20014226 )",https://propertylink.estatesgazette.com/property-details/6923085-crescent-temple-back-bristol,15th October 2024,51.4522859,-2.5856006
6934656,,"Universal House, Pennywell Road, Bristol, BS5 0ER",ROA,"56,283 Sq Ft","General Industrial, Industrial",Savills - Industrial,Jack Davies,"Key PointsUrban City Centre distribution facility on J3 of the M32Self contained with secure yard6 dock level + 2 ground level loading doors7.4m to eavesIntegral office accommodation46% site coverage on 2.67 acre siteSummaryCity Centre storage and distribution facilityDescriptionThe property comprises a detached storage and distribution facility with yard and circulation space on a fenced and secured site. The building is steel portal frame with corrugated sheet steel cladding to full height. The property benefits from 6 dock level and 2 ground level loading doors with reception and integral offices on ground and first floor. There is warehouse mezzanine in situ which can be retained or removed as part of the deal.LocationThe property is located on Junction 3 of the M32 in Central Bristol. The M4 junction is approximately 5 miles to the north with approximately 10 mins drive time.TermsThe property is available by way of assignment or sub-lease for a term expiring 11 February 2025, or by way of a new lease subject to surrender of the existing lease.Availability_textThe accommodation comprises the following areas:RentOn applicationViewingsStrictly by appointment with the sole agent, Savills.EPCThe property has a valid EPC showing a rating of E (104)",https://propertylink.estatesgazette.com/property-details/6934656-universal-house-bs5,24th February 2025,51.4647469,-2.5745348
7006926,,"Hanover House, Queen Charlotte Street, Bristol, BS1 4EX",ROA,"2,100 Sq Ft","Office, Offices",Colliers ,James Preece,"HANOVER HOUSE, QUEEN CHARLOTTE STREET, BS1 4EX - Transformed Office SpaceEPC RatingTarget EPC BDescriptionThe building has been transformed and provides 17,893 sq ft of high quality office space over six floors.The specification includes:- Remodelled reception- New building-wide air conditioning system- Exposed ceilings with LED lighting- Metal tiled raised floors- Brickwork feature walls in part- Showers- Bike storage- Secure car parkinghttps://www.hanoverhousebristol.com/LocationHanover House occupies a prominent position on Queen Charlotte Street, close to the historic Queen Square and floating harbour.Cabot Circus shopping centre and Temple Meads railway station are both within a short walking distance.AccommodationGround - 2,100 sq ftFirst - 3,255 sq ft - LETSecond - 3,255 sq ft - LETThird - 3,255 sq ft - LETFourth - 3,255 sq ft - LETFifth - 2,773 sq ft - LETCar ParkingSecure car parking to the rearTermsThe building is available to let on a floor-by-floor basis on new full repairing and insuring terms.Rental / PriceOn application.Business RatesThe business rates payable for each floor are available on application.Service ChargeA service charge will be levied for the repair and maintenance of the building's shared parts.ViewingViewing is by way of prior appointment through sole agents Colliers International.",https://propertylink.estatesgazette.com/property-details/7006926-hanover-house-queen-charlotte-street-bristol-bs1-4ex,4th February 2025,51.4531355,-2.5936708
